,first_name,second_name,team,element_type,selected_by_percent,now_cost,minutes,transfers_in,points_per_game,value_season,chance_of_playing_this_round,chance_of_playing_next_round,transfers_in_event,transfers_out_event,news,news_added,influence,influence_rank,creativity,creativity_rank,threat,threat_rank,ict_index,ict_index_rank,status,total_points,position,overall_strength_home,overall_strength_away,strength_atk_home,strength_atk_away,strength_def_home,strength_def_away,file_date,total_time_played,value
509,Brandon,Williams,Norwich,2,4.6,39,2119,1020895,1.4,9.2,100.0,100.0,0,0,,2022-03-18T14:00:11.764007Z,371.0,195,289.3,143,80.0,322,74.5,235,a,36,Defender,1030,1040,1040,1040,1040,1030,2022-06-17,2354.4444444444443,9.2
511,Tim,Krul,Norwich,1,1.4,45,2610,189364,3.1,20.0,100.0,100.0,0,0,,2022-01-15T18:30:14.098503Z,799.8,23,13.4,423,0.0,595,81.4,212,a,90,Goalkeeper,1030,1040,1040,1040,1040,1030,2022-06-17,2900.0,20.0
512,Teemu,Pukki,Norwich,4,9.6,61,3253,1980603,3.8,23.3,100.0,100.0,0,0,,2021-12-29T00:30:19.977311Z,527.6,117,367.7,112,1087.0,14,198.2,33,a,142,Forward,1030,1040,1040,1040,1040,1030,2022-06-17,3614.4444444444443,23.3
514,Lukas,Rupp,Norwich,3,0.2,44,759,48879,1.2,5.2,100.0,100.0,0,0,,2022-04-22T09:00:15.339198Z,89.4,399,129.6,264,117.0,286,33.5,352,a,23,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,843.3333333333334,5.2
515,Kenny,McLean,Norwich,3,0.1,49,2707,21478,2.2,14.1,0.0,100.0,0,0,,2022-04-30T17:30:18.170987Z,346.6,214,184.9,212,355.0,127,88.8,196,a,69,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,3007.777777777778,14.1
516,Grant,Hanley,Norwich,2,0.2,44,2897,43907,2.2,16.1,100.0,100.0,0,0,,2021-12-11T22:30:17.023030Z,762.8,31,74.7,320,226.0,190,106.5,143,a,71,Defender,1030,1040,1040,1040,1040,1030,2022-06-17,3218.888888888889,16.1
518,Sam,Byram,Norwich,2,0.0,44,1023,4027,1.3,4.5,100.0,100.0,0,0,,2022-03-11T13:30:18.760064Z,216.4,303,58.0,344,121.0,277,39.7,329,a,20,Defender,1030,1040,1040,1040,1040,1030,2022-06-17,1136.6666666666667,4.5
520,Kieran,Dowell,Norwich,3,0.1,51,905,6646,2.2,8.0,,,0,0,,,133.8,366,246.2,170,80.0,323,45.7,318,a,41,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,1005.5555555555555,8.0
522,Todd,Cantwell,Norwich,3,0.2,53,438,28054,1.2,1.9,0.0,0.0,0,0,Joined Bournemouth on loan until the end of the season - Expected back 01 Jul,2022-01-31T23:00:12.391255Z,34.4,445,48.5,355,20.0,406,10.3,429,u,10,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,486.66666666666663,1.9
523,Max,Aarons,Norwich,2,0.9,43,2879,93800,1.6,12.8,100.0,100.0,0,0,,2022-03-18T14:00:11.836704Z,511.4,119,318.2,132,184.0,225,100.9,157,a,55,Defender,1030,1040,1040,1040,1040,1030,2022-06-17,3198.8888888888887,12.8
524,Jacob,Sørensen,Norwich,2,0.0,43,600,1545,0.9,2.1,100.0,100.0,0,0,,2022-01-23T00:00:13.402266Z,112.2,383,13.5,422,88.0,317,21.5,398,a,9,Defender,1030,1040,1040,1040,1040,1030,2022-06-17,666.6666666666667,2.1
525,Przemyslaw,Placheta,Norwich,3,0.0,47,499,2890,1.5,3.8,100.0,100.0,0,0,,2022-04-02T23:30:18.462199Z,61.0,420,77.2,317,139.0,257,27.9,374,a,18,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,554.4444444444445,3.8
526,Adam,Idah,Norwich,4,0.5,48,617,238349,2.1,7.5,0.0,100.0,0,0,,2022-02-14T16:30:16.364253Z,120.2,375,84.0,306,187.0,222,38.5,334,a,36,Forward,1030,1040,1040,1040,1040,1030,2022-06-17,685.5555555555555,7.5
528,Andrew,Omobamidele,Norwich,2,2.0,39,381,484329,2.8,3.6,0.0,100.0,0,0,,2022-02-08T10:30:17.563211Z,126.4,372,5.7,447,35.0,382,16.8,408,a,14,Defender,1030,1040,1040,1040,1040,1030,2022-06-17,423.3333333333333,3.6
529,Angus,Gunn,Norwich,1,1.8,40,810,199946,3.4,7.8,,,0,0,,,305.4,241,0.0,525,0.0,492,30.6,363,a,31,Goalkeeper,1030,1040,1040,1040,1040,1030,2022-06-17,900.0,7.8
530,Milot,Rashica,Norwich,3,0.1,52,2228,27806,2.3,13.5,100.0,100.0,0,0,,2021-12-01T00:00:11.850114Z,297.4,248,527.8,55,460.0,89,128.7,96,a,70,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,2475.5555555555557,13.5
531,Ben,Gibson,Norwich,2,0.1,44,2494,11409,1.9,12.0,50.0,100.0,0,0,,2022-05-20T10:30:12.541153Z,549.8,109,46.7,359,139.0,256,73.8,238,a,53,Defender,1030,1040,1040,1040,1040,1030,2022-06-17,2771.1111111111113,12.0
532,Dimitris,Giannoulis,Norwich,2,0.1,44,1165,7104,2.2,8.9,100.0,100.0,0,0,,2021-12-29T00:30:20.378969Z,264.0,269,137.4,252,51.0,357,45.3,319,a,39,Defender,1030,1040,1040,1040,1040,1030,2022-06-17,1294.4444444444446,8.9
533,Pierre,Lees-Melou,Norwich,3,0.1,48,2261,17963,2.1,14.6,100.0,100.0,0,0,,2021-12-15T00:00:16.577109Z,365.0,202,390.1,100,243.0,181,99.6,161,a,70,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,2512.222222222222,14.6
535,Joshua,Sargent,Norwich,4,0.2,54,1566,93315,2.3,11.1,0.0,100.0,0,0,,2022-04-01T10:30:12.790856Z,189.0,323,166.7,226,323.0,140,68.0,255,a,60,Forward,1030,1040,1040,1040,1040,1030,2022-06-17,1739.9999999999998,11.1
536,Christos,Tzolis,Norwich,3,0.0,48,326,5431,1.1,3.3,100.0,100.0,0,0,,2021-12-11T22:30:17.576956Z,38.6,443,97.0,296,107.0,298,24.1,394,a,16,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,362.22222222222223,3.3
537,Ozan,Kabak,Norwich,2,0.0,43,923,11272,1.6,4.2,0.0,100.0,0,0,,2022-03-30T09:00:10.517196Z,166.2,343,23.9,401,65.0,336,25.6,385,a,18,Defender,1030,1040,1040,1040,1040,1030,2022-06-17,1025.5555555555557,4.2
538,Mathias,Normann,Norwich,3,0.1,45,1643,71877,2.3,11.6,100.0,100.0,0,0,,2022-05-10T08:30:14.826548Z,273.6,264,209.8,191,112.0,289,59.2,275,a,52,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,1825.5555555555557,11.6
540,Jonathan,Rowe,Norwich,3,0.0,44,208,2267,1.2,3.6,100.0,100.0,0,0,,2022-01-10T00:00:13.675883Z,42.0,439,62.1,338,48.0,362,15.2,415,a,16,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,231.1111111111111,3.6
545,Tony,Springett,Norwich,3,0.0,45,140,467,1.0,0.7,,,0,0,,,14.4,477,25.7,396,27.0,390,6.7,451,a,3,Midfielder,1030,1040,1040,1040,1040,1030,2022-06-17,155.55555555555557,0.7
546,Theo,Walcott,Southampton,3,0.1,58,376,7454,1.3,2.1,100.0,100.0,0,0,,2022-01-14T12:00:15.363770Z,13.6,478,19.2,410,70.0,328,9.7,432,a,12,Midfielder,1060,1090,1090,1140,1120,1090,2022-06-17,417.7777777777778,2.1
547,Fraser,Forster,Southampton,1,1.2,44,1710,156746,3.0,13.0,0.0,100.0,0,0,,2022-05-17T23:00:12.226825Z,559.8,106,0.0,597,0.0,570,56.2,286,a,57,Goalkeeper,1060,1090,1090,1140,1120,1090,2022-06-17,1900.0,13.0
548,Alex,McCarthy,Southampton,1,1.2,43,1530,473975,3.2,12.8,100.0,100.0,0,0,,2021-12-04T19:30:17.005432Z,334.4,221,10.0,439,0.0,562,34.5,346,a,55,Goalkeeper,1060,1090,1090,1140,1120,1090,2022-06-17,1700.0,12.8
549,Oriol,Romeu Vidal,Southampton,3,0.5,45,2890,109114,2.4,19.6,100.0,100.0,0,0,,2021-12-04T19:30:17.028860Z,540.6,112,525.2,56,247.0,179,131.5,89,a,88,Midfielder,1060,1090,1090,1140,1120,1090,2022-06-17,3211.1111111111113,19.6
550,Nathan,Redmond,Southampton,3,0.1,59,1827,57815,2.9,13.4,100.0,100.0,0,0,,2022-02-10T01:00:15.511363Z,333.6,222,516.0,61,310.0,146,116.0,119,a,79,Midfielder,1060,1090,1090,1140,1120,1090,2022-06-17,2030.0,13.4
551,Jack,Stephens,Southampton,2,0.1,44,810,3852,1.1,2.7,100.0,100.0,0,0,,2021-12-26T18:30:18.191525Z,192.8,316,48.2,357,6.0,435,24.8,389,a,12,Defender,1060,1090,1090,1140,1120,1090,2022-06-17,900.0,2.7
552,Stuart,Armstrong,Southampton,3,0.2,58,1465,36300,2.3,9.8,100.0,100.0,0,0,,2021-12-23T15:00:19.510488Z,266.2,268,384.0,104,377.0,120,102.7,150,a,57,Midfielder,1060,1090,1090,1140,1120,1090,2022-06-17,1627.7777777777778,9.8
553,James,Ward-Prowse,Southampton,3,5.3,64,3215,1395323,4.4,24.8,100.0,100.0,0,0,,2021-11-08T16:30:12.002318Z,970.0,7,1170.6,4,413.0,108,255.5,16,a,159,Midfielder,1060,1090,1090,1140,1120,1090,2022-06-17,3572.222222222222,24.8
554,Kyle,Walker-Peters,Southampton,2,1.1,48,2630,233550,2.6,17.1,100.0,100.0,0,0,,2022-03-03T12:30:10.474619Z,481.8,130,376.9,107,425.0,107,128.0,98,a,82,Defender,1060,1090,1090,1140,1120,1090,2022-06-17,2922.222222222222,17.1
555,Jan,Bednarek,Southampton,2,1.4,44,2629,296247,3.0,21.4,100.0,100.0,0,0,,2022-02-16T13:30:20.269745Z,699.6,52,88.1,302,321.0,141,111.2,127,a,94,Defender,1060,1090,1090,1140,1120,1090,2022-06-17,2921.1111111111113,21.4
557,Che,Adams,Southampton,4,2.6,65,2034,1093888,3.4,15.8,100.0,100.0,0,0,,2021-12-29T00:30:20.088491Z,425.8,162,337.7,120,804.0,33,156.8,60,a,103,Forward,1060,1090,1090,1140,1120,1090,2022-06-17,2260.0,15.8
558,Nathan,Tella,Southampton,3,0.0,47,802,6764,2.1,6.2,100.0,100.0,0,0,,2022-02-03T13:30:10.396821Z,79.4,410,102.2,289,138.0,258,31.7,360,a,29,Midfielder,1060,1090,1090,1140,1120,1090,2022-06-17,891.1111111111111,6.2
559,William,Smallbone,Southampton,3,0.0,45,132,23864,1.2,1.1,100.0,100.0,0,0,,2021-12-29T00:30:20.119879Z,7.2,487,15.7,416,8.0,431,3.1,474,a,5,Midfielder,1060,1090,1090,1140,1120,1090,2022-06-17,146.66666666666666,1.1
561,Ibrahima,Diallo,Southampton,3,0.1,45,1016,28526,1.9,9.8,100.0,100.0,0,0,,2021-11-27T19:00:16.044546Z,177.6,332,209.6,192,79.0,324,46.6,314,a,44,Midfielder,1060,1090,1090,1140,1120,1090,2022-06-17,1128.888888888889,9.8
562,Moussa,Djenepo,Southampton,3,0.0,52,452,4993,1.1,2.5,100.0,100.0,0,0,,2021-12-31T18:00:20.925863Z,45.2,433,88.2,301,130.0,267,26.1,382,a,13,Midfielder,1060,1090,1090,1140,1120,1090,2022-06-17,502.22222222222223,2.5
563,Mohammed,Salisu,Southampton,2,0.2,45,2971,56374,1.7,12.9,100.0,100.0,0,0,,2022-03-03T00:00:10.658002Z,730.2,40,139.6,248,330.0,133,119.7,111,a,58,Defender,1060,1090,1090,1140,1120,1090,2022-06-17,3301.1111111111113,12.9
564,Romain,Perraud,Southampton,2,0.1,48,1621,14372,1.9,7.9,0.0,100.0,0,0,,2022-05-17T23:00:12.319150Z,195.2,315,152.7,238,178.0,231,52.4,303,a,38,Defender,1060,1090,1090,1140,1120,1090,2022-06-17,1801.1111111111113,7.9
565,Tino,Livramento,Southampton,2,6.6,42,2200,2847356,2.9,19.0,0.0,0.0,0,0,Knee injury - Expected back 01 Jan,2022-04-25T07:30:12.840803Z,437.2,153,327.4,126,221.0,193,98.8,164,i,80,Defender,1060,1090,1090,1140,1120,1090,2022-06-17,2444.4444444444443,19.0
566,Mohamed,Elyounoussi,Southampton,3,0.2,54,2039,68854,3.0,16.7,100.0,100.0,0,0,,2022-03-03T12:30:10.591063Z,393.4,184,373.0,109,719.0,47,148.4,68,a,90,Midfielder,1060,1090,1090,1140,1120,1090,2022-06-17,2265.5555555555557,16.7
567,Armando,Broja,Southampton,4,7.9,53,1969,2475672,2.9,17.4,100.0,100.0,0,0,,2022-04-02T14:30:13.091157Z,280.2,258,159.2,234,720.0,46,115.6,122,a,92,Forward,1060,1090,1090,1140,1120,1090,2022-06-17,2187.777777777778,17.4
568,Shane,Long,Southampton,4,0.2,54,300,35247,1.5,3.5,100.0,100.0,0,0,,2022-04-07T13:30:15.059092Z,57.8,421,29.5,391,171.0,237,25.7,384,a,19,Forward,1060,1090,1090,1140,1120,1090,2022-06-17,333.33333333333337,3.5
569,Adam,Armstrong,Southampton,4,1.4,57,1409,856507,2.5,10.0,100.0,100.0,0,0,,2021-12-11T18:00:19.746379Z,179.2,329,180.2,214,575.0,64,92.7,183,a,57,Forward,1060,1090,1090,1140,1120,1090,2022-06-17,1565.5555555555554,10.0
570,Yan,Valery,Southampton,2,0.8,39,369,108005,1.8,2.3,,,0,0,,,70.8,415,20.4,407,2.0,446,9.3,435,a,9,Defender,1060,1090,1090,1140,1120,1090,2022-06-17,409.99999999999994,2.3
571,Lyanco Evangelista,Silveira Neves Vojnovic,Southampton,2,0.0,44,906,2289,1.3,4.3,100.0,100.0,0,0,,2022-02-05T20:30:17.589464Z,202.8,310,35.6,375,58.0,349,29.6,368,a,19,Defender,1060,1090,1090,1140,1120,1090,2022-06-17,1006.6666666666666,4.3
573,Willy,Caballero,Southampton,1,0.0,42,180,10597,1.0,0.5,,,0,0,,,53.2,424,0.0,585,0.0,554,5.4,458,a,2,Goalkeeper,1060,1090,1090,1140,1120,1090,2022-06-17,200.0,0.5
579,Hugo,Lloris,Spurs,1,8.5,55,3420,1347692,4.2,28.7,,,0,0,,,746.2,36,23.0,402,0.0,720,76.9,224,a,158,Goalkeeper,1210,1270,1190,1200,1210,1210,2022-06-17,3800.0,28.7
582,Harry,Kane,Spurs,4,23.4,125,3231,4493587,5.2,15.4,100.0,100.0,0,0,,2021-08-13T14:30:15.738576Z,1036.4,5,674.0,26,1798.0,2,350.4,3,a,192,Forward,1210,1270,1190,1200,1210,1210,2022-06-17,3590.0,15.4
584,Heung-Min,Son,Spurs,3,35.6,112,3009,7099486,7.4,23.0,100.0,100.0,0,0,,2022-01-07T15:30:17.429862Z,1201.8,2,1051.5,6,1296.0,9,355.4,2,a,258,Midfielder,1210,1270,1190,1200,1210,1210,2022-06-17,3343.333333333333,23.0
585,Matt,Doherty,Spurs,2,0.8,45,871,925647,4.5,14.9,0.0,100.0,0,0,,2022-04-09T21:30:16.787155Z,279.6,259,224.4,186,291.0,155,79.6,217,a,67,Defender,1210,1270,1190,1200,1210,1210,2022-06-17,967.7777777777777,14.9
586,Eric,Dier,Spurs,2,6.5,47,3071,1598682,3.8,28.1,100.0,100.0,0,0,,2022-02-06T11:00:18.380827Z,727.4,41,117.1,275,195.0,218,104.0,145,a,132,Defender,1210,1270,1190,1200,1210,1210,2022-06-17,3412.222222222222,28.1
587,Lucas,Rodrigues Moura da Silva,Spurs,3,1.3,59,1763,970540,2.6,14.7,100.0,100.0,0,0,,2022-02-26T22:00:11.904003Z,390.8,187,490.0,69,431.0,106,131.1,91,a,87,Midfielder,1210,1270,1190,1200,1210,1210,2022-06-17,1958.888888888889,14.7
588,Ben,Davies,Spurs,2,3.1,45,2537,521494,3.6,23.3,100.0,100.0,0,0,,2022-03-28T10:00:13.273038Z,501.4,125,203.5,196,254.0,177,96.2,171,a,105,Defender,1210,1270,1190,1200,1210,1210,2022-06-17,2818.888888888889,23.3
589,Pierre-Emile,Højbjerg,Spurs,3,2.6,48,3196,673058,3.0,22.7,,,0,0,,,716.0,47,439.2,83,323.0,138,147.9,70,a,109,Midfielder,1210,1270,1190,1200,1210,1210,2022-06-17,3551.1111111111113,22.7
590,Harry,Winks,Spurs,3,1.0,44,904,164381,1.7,7.5,,,0,0,,,168.6,340,198.6,199,20.0,401,38.8,332,a,33,Midfielder,1210,1270,1190,1200,1210,1210,2022-06-17,1004.4444444444445,7.5
591,Davinson,Sánchez,Spurs,2,2.0,42,1626,586266,4.0,22.1,100.0,100.0,0,0,,2021-10-13T23:00:13.066676Z,421.4,166,94.3,298,186.0,224,70.2,247,a,93,Defender,1210,1270,1190,1200,1210,1210,2022-06-17,1806.6666666666667,22.1
592,Ryan,Sessegnon,Spurs,2,2.1,44,1046,210988,3.7,12.7,100.0,100.0,0,0,,2022-03-07T23:30:11.841372Z,171.0,339,204.9,195,137.0,259,51.3,306,a,56,Defender,1210,1270,1190,1200,1210,1210,2022-06-17,1162.2222222222222,12.7
593,Steven,Bergwijn,Spurs,3,0.4,59,548,154267,2.2,9.3,100.0,100.0,0,0,,2021-12-29T00:30:20.169192Z,164.8,346,111.6,281,275.0,167,55.1,289,a,55,Midfielder,1210,1270,1190,1200,1210,1210,2022-06-17,608.8888888888889,9.3
594,Sergio,Reguilón,Spurs,2,7.2,50,1914,3340792,4.2,20.8,0.0,100.0,0,0,,2022-04-29T14:00:14.494104Z,468.8,139,459.9,76,362.0,125,129.3,95,a,104,Defender,1210,1270,1190,1200,1210,1210,2022-06-17,2126.6666666666665,20.8
595,Japhet,Tanganga,Spurs,2,0.8,42,735,404744,2.6,6.9,0.0,100.0,0,0,,2022-02-04T15:00:15.497126Z,118.0,378,48.1,358,108.0,296,27.5,376,a,29,Defender,1210,1270,1190,1200,1210,1210,2022-06-17,816.6666666666666,6.9
596,Giovani,Lo Celso,Spurs,3,0.1,59,231,7998,1.2,1.9,0.0,0.0,0,0,Joined Villarreal on loan until the end of the season - Expected back 01 Jul,2022-01-31T18:30:14.249794Z,33.4,448,77.6,315,59.0,348,16.8,409,u,11,Midfielder,1210,1270,1190,1200,1210,1210,2022-06-17,256.6666666666667,1.9
597,Oliver,Skipp,Spurs,3,0.6,44,1346,307650,1.9,7.7,0.0,100.0,0,0,,2022-02-04T15:00:15.514968Z,183.8,327,151.5,240,39.0,378,37.4,338,a,34,Midfielder,1210,1270,1190,1200,1210,1210,2022-06-17,1495.5555555555557,7.7
598,Joe,Rodon,Spurs,2,0.1,42,87,4150,1.0,0.7,100.0,100.0,0,0,,2021-08-20T15:30:14.158380Z,19.6,468,0.7,477,0.0,559,2.0,488,a,3,Defender,1210,1270,1190,1200,1210,1210,2022-06-17,96.66666666666667,0.7
599,Tanguy,Ndombele,Spurs,3,0.2,57,481,28911,2.4,3.9,0.0,0.0,0,0,Joined Lyon on loan until the end of the season - Expected back 01 Jul,2022-01-31T16:00:15.366683Z,99.8,389,83.1,309,122.0,275,30.4,365,u,22,Midfielder,1210,1270,1190,1200,1210,1210,2022-06-17,534.4444444444445,3.9
601,Bryan,Gil Salvatierra,Spurs,3,0.1,57,86,5361,1.0,1.6,0.0,0.0,0,0,Joined Valencia on loan until the end of the season - Expected back 01 Jul,2022-01-31T18:00:10.771649Z,22.8,461,37.3,373,25.0,391,8.5,444,u,9,Midfielder,1210,1270,1190,1200,1210,1210,2022-06-17,95.55555555555556,1.6
602,Cristian,Romero,Spurs,2,0.7,48,1844,142185,2.9,13.1,0.0,100.0,0,0,,2022-05-12T22:00:13.199972Z,498.8,126,98.9,291,102.0,302,69.9,250,a,63,Defender,1210,1270,1190,1200,1210,1210,2022-06-17,2048.8888888888887,13.1
603,Dane,Scarlett,Spurs,4,2.3,45,3,507282,1.0,0.2,100.0,100.0,0,0,,2021-11-24T14:00:13.081386Z,1.0,513,0.0,677,0.0,664,0.1,521,a,1,Forward,1210,1270,1190,1200,1210,1210,2022-06-17,3.3333333333333335,0.2
604,Emerson Aparecido,Leite de Souza Junior,Spurs,2,2.5,46,2282,548967,3.3,22.2,100.0,100.0,0,0,,2022-02-20T00:30:15.510082Z,463.0,142,448.9,82,298.0,152,121.1,106,a,102,Defender,1210,1270,1190,1200,1210,1210,2022-06-17,2535.5555555555557,22.2
609,Dejan,Kulusevski,Spurs,3,10.9,63,1259,1776170,5.5,15.7,,,0,0,,,425.2,164,368.7,110,442.0,99,123.3,104,a,99,Midfielder,1210,1270,1190,1200,1210,1210,2022-06-17,1398.888888888889,15.7
610,Rodrigo,Bentancur,Spurs,3,0.1,49,1360,20754,3.1,10.6,100.0,100.0,0,0,,2022-02-24T08:30:15.515475Z,322.8,227,244.8,171,122.0,272,68.9,252,a,52,Midfielder,1210,1270,1190,1200,1210,1210,2022-06-17,1511.111111111111,10.6
615,Moussa,Sissoko,Watford,3,2.3,43,3220,563218,2.4,19.8,,,0,0,,,569.6,99,514.5,62,320.0,142,140.6,77,a,85,Midfielder,1060,1030,1090,1040,1120,1070,2022-06-17,3577.777777777778,19.8
616,Ben,Foster,Watford,1,19.7,42,2340,1417262,3.1,19.3,100.0,100.0,0,0,,2021-11-28T22:30:17.621478Z,559.2,107,10.0,438,0.0,553,57.0,280,a,81,Goalkeeper,1060,1030,1090,1040,1120,1070,2022-06-17,2600.0,19.3
617,Danny,Rose,Watford,2,0.2,42,688,22279,0.9,1.7,0.0,100.0,0,0,,2022-02-04T12:30:20.140040Z,104.8,385,80.5,311,39.0,376,22.4,396,a,7,Defender,1060,1030,1090,1040,1120,1070,2022-06-17,764.4444444444445,1.7
618,Dan,Gosling,Watford,3,0.0,47,164,2454,2.8,2.3,100.0,100.0,0,0,,2022-02-04T12:30:20.159213Z,48.6,428,17.3,414,40.0,373,10.5,428,a,11,Midfielder,1060,1030,1090,1040,1120,1070,2022-06-17,182.22222222222223,2.3
619,Craig,Cathcart,Watford,2,0.2,42,2394,69084,1.6,11.9,100.0,100.0,0,0,,2022-05-05T16:30:17.606760Z,504.6,122,46.4,360,42.0,371,59.3,272,a,50,Defender,1060,1030,1090,1040,1120,1070,2022-06-17,2660.0,11.9
620,Troy,Deeney,Watford,4,0.3,54,23,36912,1.0,0.4,0.0,0.0,0,0,Transferred to Birmingham City,2021-08-31T07:00:13.641481Z,2.2,505,10.6,435,14.0,418,2.7,479,u,2,Forward,1060,1030,1090,1040,1120,1070,2022-06-17,25.555555555555554,0.4
621,Tom,Cleverley,Watford,3,0.1,48,1611,23642,1.7,10.0,100.0,100.0,0,0,,2022-05-05T16:30:17.630152Z,227.4,294,313.3,133,143.0,251,68.3,253,a,48,Midfielder,1060,1030,1090,1040,1120,1070,2022-06-17,1789.9999999999998,10.0
622,Francisco,Femenía Far,Watford,2,0.1,43,2143,43842,2.0,12.3,100.0,100.0,0,0,,2022-05-11T23:00:12.134996Z,422.0,165,399.2,99,53.0,355,87.7,198,a,53,Defender,1060,1030,1090,1040,1120,1070,2022-06-17,2381.111111111111,12.3
624,Christian,Kabasele,Watford,2,0.1,43,1190,4201,1.3,4.9,100.0,100.0,0,0,,2021-12-14T10:30:12.802182Z,245.2,283,27.1,395,44.0,367,31.7,359,a,21,Defender,1060,1030,1090,1040,1120,1070,2022-06-17,1322.2222222222222,4.9
626,William,Troost-Ekong,Watford,2,0.1,43,1388,17463,1.1,4.2,100.0,100.0,0,0,,2022-04-15T13:30:18.588686Z,252.6,276,14.1,419,17.0,412,28.4,371,a,18,Defender,1060,1030,1090,1040,1120,1070,2022-06-17,1542.2222222222222,4.2
628,Daniel,Bachmann,Watford,1,1.3,40,1080,377376,2.1,6.2,100.0,100.0,0,0,,2021-09-23T13:00:17.628091Z,335.2,220,0.0,531,0.0,498,33.7,350,a,25,Goalkeeper,1060,1030,1090,1040,1120,1070,2022-06-17,1200.0,6.2
629,Adam,Masina,Watford,2,0.1,43,1075,7625,1.7,5.8,100.0,100.0,0,0,,2022-01-01T17:00:19.397281Z,220.0,299,120.6,271,31.0,385,37.2,340,a,25,Defender,1060,1030,1090,1040,1120,1070,2022-06-17,1194.4444444444446,5.8
630,Ken,Sema,Watford,3,0.0,52,844,3223,1.4,5.0,100.0,100.0,0,0,,2021-11-05T13:00:12.199821Z,92.4,395,190.2,207,63.0,342,34.5,347,a,26,Midfielder,1060,1030,1090,1040,1120,1070,2022-06-17,937.7777777777778,5.0
634,Ashley,Fletcher,Watford,4,0.2,48,28,41060,1.0,0.6,0.0,0.0,0,0,Season-long loan to New York Red Bulls,2022-03-01T09:12:26.219564Z,9.0,484,0.5,484,20.0,403,3.0,477,u,3,Forward,1060,1030,1090,1040,1120,1070,2022-06-17,31.11111111111111,0.6
635,Francisco,Sierralta,Watford,2,0.0,43,427,4320,1.0,1.2,100.0,100.0,0,0,,2022-04-15T13:30:18.603083Z,95.0,392,0.5,483,19.0,407,11.5,426,a,5,Defender,1060,1030,1090,1040,1120,1070,2022-06-17,474.44444444444446,1.2
638,Ismaila,Sarr,Watford,3,2.7,57,1862,1963682,3.7,14.2,0.0,100.0,0,0,,2022-05-10T23:30:11.937708Z,342.4,216,298.1,138,540.0,69,118.0,116,a,81,Midfielder,1060,1030,1090,1040,1120,1070,2022-06-17,2068.888888888889,14.2
639,Jeremy,Ngakia,Watford,2,0.0,42,896,4054,1.8,6.7,100.0,100.0,0,0,,2022-03-07T09:30:14.080544Z,171.8,338,74.0,321,16.0,415,25.9,383,a,28,Defender,1060,1030,1090,1040,1120,1070,2022-06-17,995.5555555555555,6.7
642,Imrân,Louza,Watford,3,0.0,52,1415,133343,1.6,6.0,0.0,100.0,0,0,,2022-05-10T23:00:12.169965Z,232.6,292,228.2,184,122.0,274,58.4,278,a,31,Midfielder,1060,1030,1090,1040,1120,1070,2022-06-17,1572.2222222222222,6.0
643,João Pedro,Junqueira de Jesus,Watford,4,0.5,54,1634,152141,2.1,11.1,100.0,100.0,0,0,,2022-05-13T16:00:12.595964Z,332.6,223,291.2,139,610.0,57,123.7,103,a,60,Forward,1060,1030,1090,1040,1120,1070,2022-06-17,1815.5555555555554,11.1
645,Emmanuel,Dennis,Watford,4,20.0,58,2579,6588914,4.1,23.1,0.0,100.0,0,0,,2022-05-10T23:30:11.996138Z,667.6,60,453.4,80,932.0,24,205.2,29,a,134,Forward,1060,1030,1090,1040,1120,1070,2022-06-17,2865.5555555555557,23.1
647,Oghenekaro Peter,Etebo,Watford,3,0.2,43,396,49976,1.1,2.3,0.0,100.0,0,0,,2022-05-20T16:30:13.974978Z,47.0,430,33.2,380,10.0,423,9.0,439,a,10,Midfielder,1060,1030,1090,1040,1120,1070,2022-06-17,440.00000000000006,2.3
648,Joshua,King,Watford,4,2.9,56,2244,1882523,2.7,15.5,100.0,100.0,0,0,,2022-05-11T23:00:12.304551Z,403.0,179,460.1,75,696.0,49,155.5,61,a,87,Forward,1060,1030,1090,1040,1120,1070,2022-06-17,2493.3333333333335,15.5
650,Juan Camilo,Hernández Suárez,Watford,4,1.6,49,1138,684766,2.5,12.7,75.0,100.0,0,0,,2022-04-09T21:30:16.995822Z,305.8,240,289.5,141,397.0,115,98.7,165,a,62,Forward,1060,1030,1090,1040,1120,1070,2022-06-17,1264.4444444444443,12.7
651,Juraj,Kucka,Watford,3,0.1,55,1917,142868,2.1,9.8,0.0,100.0,0,0,,2022-05-10T23:00:12.509719Z,304.8,242,164.2,231,353.0,128,82.1,208,a,54,Midfielder,1060,1030,1090,1040,1120,1070,2022-06-17,2130.0,9.8
